teamid;most_common_system;time_system;Use%;last_coach;mean_Use%;std_Use%;num_games_played;num_formations_played;stat_def;time_def;Use%_def;stat_med;time_med;Use%_med;stat_mp;time_mp;Use%_mp;stat_ata;time_ata;Use%_ata;Use%_ata_k1;Use%_ata_k2;Use%_ata_k3;Use%_def_k3;Use%_def_k4;Use%_def_k5;Use%_med_k2;Use%_med_k3;Use%_med_k4;Use%_med_k5;Use%_mp_k0;Use%_mp_k1;Use%_mp_k2;Use%_mp_k3;time_ata_k1;time_ata_k2;time_ata_k3;time_def_k3;time_def_k4;time_def_k5;time_med_k2;time_med_k3;time_med_k4;time_med_k5;time_mp_k0;time_mp_k1;time_mp_k2;time_mp_k3;time_def_k0;Use%_def_k0;time_med_k1;Use%_med_k1;Use%_mp_k4;time_mp_k4
2861;5-3-2;1170;38,24;Yves Vanderhaeghe;38,24;0,0;13;9;5;1260;41,18;3;1350;44,12;0;2790;91,18;2;1170;38,24;2,94;38,24;20,59;38,24;20,59;41,18;0,0;44,12;44,12;11,76;91,18;2,94;5,88;0,0;90,0;1170,0;630,0;1170,0;630,0;1260,0;0,0;1350,0;1350,0;360,0;2790,0;90,0;180,0;0,0;0;0;0,0;0,0;0,0;0,0
520;4-3-3;900;29,41;Dominik Thalhammer;29,410000000000004;0,0;10;8;4;1980;64,71;3;1170;38,24;0;2520;82,35;3;900;29,41;11,76;17,65;29,41;26,47;64,71;8,82;11,76;38,24;41,18;8,82;82,35;5,88;0,0;11,76;360,0;540,0;900,0;810,0;1980,0;270,0;360,0;1170,0;1260,0;270,0;2520,0;180,0;0,0;360,0;0;0;0,0;0,0;0,0;0,0
41274;5-3-2;810;26,47;Greg Vanderidt;26,47;0,0;9;13;5;1260;41,18;3;1350;44,12;0;1980;64,71;2;810;26,47;14,71;26,47;11,76;11,76;47,06;41,18;5,88;44,12;32,35;5,88;64,71;8,82;8,82;5,88;450,0;810,0;360,0;360,0;1440,0;1260,0;180,0;1350,0;990,0;180,0;1980,0;270,0;270,0;180,0;0;0;360,0;11,76;11,76;360,0
157;3-4-1-2;2340;76,47;Hein Vanhaezebrouck;76,47;0,0;26;4;3;2970;97,06;4;2520;82,35;1;2340;76,47;2;2340;76,47;0,0;76,47;5,88;97,06;0,0;2,94;0,0;2,94;82,35;14,71;23,53;76,47;0,0;0,0;0,0;2340,0;180,0;2970,0;0,0;90,0;0,0;90,0;2520,0;450,0;720,0;2340,0;0,0;0,0;0;0;0,0;0,0;0,0;0,0
2282;3-5-2;990;32,35;Alfred Schreuder;32,35;0,0;11;8;3;1080;35,29;5;990;32,35;0;2520;82,35;2;990;32,35;8,82;32,35;32,35;35,29;50,0;14,71;2,94;50,0;5,88;32,35;82,35;2,94;2,94;2,94;270,0;990,0;990,0;1080,0;1530,0;450,0;90,0;1530,0;180,0;990,0;2520,0;90,0;90,0;90,0;0;0;270,0;8,82;8,82;270,0
3057;4-3-3;720;23,53;Luka Elsner;23,53;0,0;8;9;4;1980;64,71;3;1260;41,18;0;2340;76,47;3;720;23,53;8,82;23,53;23,53;14,71;64,71;20,59;5,88;41,18;44,12;8,82;76,47;14,71;2,94;5,88;270,0;720,0;720,0;450,0;1980,0;630,0;180,0;1260,0;1350,0;270,0;2340,0;450,0;90,0;180,0;0;0;0,0;0,0;0,0;0,0
698;3-4-1-2;990;23,91;Nigel Pearson;23,91;0,0;11;9;3;2160;52,17;4;1890;45,65;1;1170;28,26;2;990;23,91;15,22;23,91;6,52;52,17;36,96;10,87;15,22;17,39;45,65;19,57;54,35;28,26;0,0;15,22;630,0;990,0;270,0;2160,0;1530,0;450,0;630,0;720,0;1890,0;810,0;2250,0;1170,0;0,0;630,0;0;0;90,0;2,17;2,17;90,0
603;3-5-2;1080;26,09;Steve Morison;26,09;0,0;12;9;3;1800;43,48;5;1080;26,09;0;3150;76,09;2;1080;26,09;23,91;26,09;6,52;43,48;15,22;41,3;10,87;19,57;43,48;26,09;76,09;4,35;8,7;10,87;990,0;1080,0;270,0;1800,0;630,0;1710,0;450,0;810,0;1800,0;1080,0;3150,0;180,0;360,0;450,0;0;0;0,0;0,0;0,0;0,0
1028;5-4-1;1170;28,26;Gary Rowett;28,26;0,0;13;7;5;1980;47,83;4;2790;67,39;0;3330;80,43;1;1170;28,26;28,26;19,57;17,39;47,83;4,35;47,83;0,0;21,74;67,39;10,87;80,43;19,57;0,0;0,0;1170,0;810,0;720,0;1980,0;180,0;1980,0;0,0;900,0;2790,0;450,0;3330,0;810,0;0,0;0,0;0;0;0,0;0,0;0,0;0,0
349;4-2-3-1;1260;30,43;Martin Devaney;30,43;0,0;14;8;4;1530;36,96;2;1260;30,43;3;1260;30,43;1;1260;30,43;30,43;10,87;21,74;41,3;36,96;21,74;30,43;6,52;50,0;10,87;58,7;2,17;6,52;30,43;1260,0;450,0;900,0;1710,0;1530,0;900,0;1260,0;270,0;2070,0;450,0;2430,0;90,0;270,0;1260,0;0;0;90,0;2,17;2,17;90,0
1039;3-4-2-1;1260;30,43;Mark Warburton;30,43;0,0;14;7;3;3150;76,09;4;2790;67,39;2;1260;30,43;1;1260;30,43;30,43;23,91;2,17;76,09;8,7;15,22;0,0;8,7;67,39;23,91;50,0;19,57;30,43;0,0;1260,0;990,0;90,0;3150,0;360,0;630,0;0,0;360,0;2790,0;990,0;2070,0;810,0;1260,0;0,0;0;0;0,0;0,0;0,0;0,0
512;3-5-2;2430;58,7;Michael O'Neill;58,7;0,0;27;6;3;3060;73,91;5;2430;58,7;0;3150;76,09;2;2430;58,7;13,04;58,7;10,87;73,91;19,57;6,52;8,7;17,39;15,22;58,7;76,09;2,17;13,04;8,7;540,0;2430,0;450,0;3060,0;810,0;270,0;360,0;720,0;630,0;2430,0;3150,0;90,0;540,0;360,0;0;0;0,0;0,0;0,0;0,0
984;5-4-1;1800;43,48;Steve Bruce;43,48;0,0;20;7;5;1890;45,65;4;2970;71,74;0;3960;95,65;1;1800;43,48;43,48;17,39;19,57;41,3;13,04;45,65;0,0;10,87;71,74;17,39;95,65;4,35;0,0;0,0;1800,0;720,0;810,0;1710,0;540,0;1890,0;0,0;450,0;2970,0;720,0;3960,0;180,0;0,0;0,0;0;0;0,0;0,0;0,0;0,0
337;3-4-1-2;1080;26,09;Lee Bowyer;26,09;0,0;12;9;3;2970;71,74;4;2520;60,87;1;1080;26,09;2;1080;26,09;4,35;26,09;15,22;71,74;26,09;2,17;2,17;6,52;60,87;26,09;63,04;26,09;4,35;2,17;180,0;1080,0;630,0;2970,0;1080,0;90,0;90,0;270,0;2520,0;1080,0;2610,0;1080,0;180,0;90,0;0;0;180,0;4,35;4,35;180,0
989;4-3-3;2790;67,39;Scott Parker;67,39;0,0;31;5;4;4050;97,83;3;2790;67,39;0;3060;73,91;3;2790;67,39;23,91;4,35;67,39;2,17;97,83;0,0;23,91;67,39;4,35;2,17;73,91;0,0;0,0;23,91;990,0;180,0;2790,0;90,0;4050,0;0,0;990,0;2790,0;180,0;90,0;3060,0;0,0;0,0;990,0;0;0;90,0;2,17;2,17;90,0
1032;4-2-3-1;3420;82,61;Paul Ince;82,61;0,0;38;5;4;3870;93,48;2;3420;82,61;3;3420;82,61;1;3420;82,61;82,61;6,52;0,0;6,52;93,48;0,0;82,61;2,17;4,35;6,52;10,87;2,17;0,0;82,61;3420,0;270,0;0,0;270,0;3870,0;0,0;3420,0;90,0;180,0;270,0;450,0;90,0;0,0;3420,0;0;0;180,0;4,35;4,35;180,0
1181;4-4-2;3150;76,09;Neil Critchley;76,09;0,0;35;4;4;3600;86,96;4;3600;86,96;0;3690;89,13;2;3150;76,09;10,87;76,09;0,0;0,0;86,96;13,04;10,87;2,17;86,96;0,0;89,13;0,0;0,0;10,87;450,0;3150,0;0,0;0,0;3600,0;540,0;450,0;90,0;3600,0;0,0;3690,0;0,0;0,0;450,0;0;0;0,0;0,0;0,0;0,0
641;3-5-2;3420;82,61;Chris Wilder;82,61;0,0;38;5;3;3510;84,78;5;3420;82,61;0;3420;82,61;2;3420;82,61;8,7;82,61;0,0;84,78;15,22;0,0;8,7;2,17;2,17;82,61;82,61;4,35;0,0;8,7;360,0;3420,0;0,0;3510,0;630,0;0,0;360,0;90,0;90,0;3420,0;3420,0;180,0;0,0;360,0;0;0;180,0;4,35;4,35;180,0
1031;3-5-2;1440;34,78;Nathan Jones;34,78;0,0;16;9;3;2610;63,04;5;1440;34,78;0;2970;71,74;2;1440;34,78;6,52;34,78;4,35;63,04;10,87;26,09;2,17;23,91;32,61;34,78;71,74;19,57;0,0;2,17;270,0;1440,0;180,0;2610,0;450,0;1080,0;90,0;990,0;1350,0;1440,0;2970,0;810,0;0,0;90,0;0;0;270,0;6,52;6,52;270,0
3008;4-2-3-1;1620;39,13;Shota Arveladze;39,13;0,0;18;9;4;1890;45,65;2;1620;39,13;3;1620;39,13;1;1620;39,13;39,13;13,04;4,35;50,0;45,65;4,35;39,13;6,52;47,83;6,52;19,57;13,04;28,26;39,13;1620,0;540,0;180,0;2070,0;1890,0;180,0;1620,0;270,0;1980,0;270,0;810,0;540,0;1170,0;1620,0;0;0;0,0;0,0;0,0;0,0
1110;3-4-2-1;1080;26,09;Carlos Corberán;26,09;0,0;12;8;3;2250;54,35;4;2520;60,87;2;1080;26,09;1;1080;26,09;26,09;13,04;15,22;54,35;36,96;8,7;8,7;15,22;60,87;13,04;63,04;0,0;26,09;8,7;1080,0;540,0;630,0;2250,0;1530,0;360,0;360,0;630,0;2520,0;540,0;2610,0;0,0;1080,0;360,0;0;0;90,0;2,17;2,17;90,0
703;3-4-1-2;1170;28,26;Steve Cooper;28,26;0,0;13;8;3;1800;43,48;4;2250;54,35;1;1170;28,26;2;1170;28,26;28,26;28,26;8,7;43,48;32,61;23,91;28,26;13,04;54,35;4,35;41,3;28,26;2,17;28,26;1170,0;1170,0;360,0;1800,0;1350,0;990,0;1170,0;540,0;2250,0;180,0;1710,0;1170,0;90,0;1170,0;0;0;0,0;0,0;0,0;0,0
22;4-2-3-1;2250;54,35;Wayne Rooney;54,35;0,0;25;9;4;3780;91,3;2;2250;54,35;3;2250;54,35;1;2250;54,35;54,35;4,35;13,04;4,35;91,3;4,35;54,35;13,04;21,74;4,35;26,09;10,87;2,17;54,35;2250,0;180,0;540,0;180,0;3780,0;180,0;2250,0;540,0;900,0;180,0;1080,0;450,0;90,0;2250,0;0;0;270,0;6,52;6,52;270,0
1072;3-4-1-2;1170;28,26;Grant McCann;28,26;0,0;13;10;3;2160;52,17;4;2430;58,7;1;1440;34,78;2;1170;28,26;15,22;28,26;8,7;52,17;39,13;8,7;6,52;21,74;58,7;8,7;39,13;34,78;15,22;6,52;630,0;1170,0;360,0;2160,0;1620,0;360,0;270,0;900,0;2430,0;360,0;1620,0;1440,0;630,0;270,0;0;0;180,0;4,35;4,35;180,0
2288;3-4-2-1;2070;50,0;Russell Martin;50,0;0,0;23;7;3;3330;80,43;4;3420;82,61;2;2070;50,0;1;2070;50,0;50,0;13,04;10,87;80,43;8,7;10,87;0,0;4,35;82,61;13,04;43,48;6,52;50,0;0,0;2070,0;540,0;450,0;3330,0;360,0;450,0;0,0;180,0;3420,0;540,0;1800,0;270,0;2070,0;0,0;0;0;0,0;0,0;0,0;0,0
466;3-4-1-2;1530;36,96;Ryan Lowe;36,96;0,0;17;4;3;3060;73,91;4;1530;36,96;1;1530;36,96;2;1530;36,96;0,0;36,96;2,17;73,91;2,17;23,91;0,0;26,09;36,96;36,96;63,04;36,96;0,0;0,0;0,0;1530,0;90,0;3060,0;90,0;990,0;0,0;1080,0;1530,0;1530,0;2610,0;1530,0;0,0;0,0;0;0;0,0;0,0;0,0;0,0
164;3-4-1-2;1260;30,43;Tony Mowbray;30,43;0,0;14;8;3;2070;50,0;4;1800;43,48;1;1260;30,43;2;1260;30,43;30,43;30,43;8,7;50,0;41,3;8,7;30,43;13,04;43,48;10,87;36,96;30,43;0,0;30,43;1260,0;1260,0;360,0;2070,0;1710,0;360,0;1260,0;540,0;1800,0;450,0;1530,0;1260,0;0,0;1260,0;0;0;90,0;2,17;2,17;90,0
931;4-2-3-1;2610;63,04;Marco Silva;63,040000000000006;0,0;29;3;4;4140;100,0;2;2610;63,04;3;2610;63,04;1;2610;63,04;63,04;0,0;28,26;0,0;100,0;0,0;63,04;28,26;0,0;0,0;28,26;0,0;0,0;63,04;2610,0;0,0;1170,0;0,0;4140,0;0,0;2610,0;1170,0;0,0;0,0;1170,0;0,0;0,0;2610,0;0;0;360,0;8,7;8,7;360,0
990;5-3-2;1440;34,78;Mark Robins;34,78;0,0;16;5;5;1710;41,3;3;1440;34,78;0;2430;58,7;2;1440;34,78;23,91;34,78;0,0;58,7;0,0;41,3;0,0;34,78;47,83;17,39;58,7;17,39;23,91;0,0;990,0;1440,0;0,0;2430,0;0,0;1710,0;0,0;1440,0;1980,0;720,0;2430,0;720,0;990,0;0,0;0;0;0,0;0,0;0,0;0,0
350;3-5-2;1530;36,96;Paul Heckingbottom;36,96;0,0;17;8;3;2340;56,52;5;1530;36,96;0;2430;58,7;2;1530;36,96;21,74;36,96;2,17;56,52;32,61;10,87;21,74;8,7;32,61;36,96;58,7;8,7;10,87;21,74;900,0;1530,0;90,0;2340,0;1350,0;450,0;900,0;360,0;1350,0;1530,0;2430,0;360,0;450,0;900,0;0;0;0,0;0,0;0,0;0,0
10004;4-2-3-1;1530;44,74;Thierry Laurey;44,74;0,0;17;10;4;2430;71,05;2;1530;44,74;3;1530;44,74;1;1530;44,74;44,74;10,53;7,89;21,05;71,05;7,89;44,74;15,79;21,05;13,16;36,84;13,16;0,0;44,74;1530,0;360,0;270,0;720,0;2430,0;270,0;1530,0;540,0;720,0;450,0;1260,0;450,0;0,0;1530,0;0;0;180,0;5,26;5,26;180,0
1423;3-5-2;900;26,32;Christophe Delmotte;26,32;0,0;10;9;3;1800;52,63;5;900;26,32;0;1890;55,26;2;900;26,32;18,42;26,32;7,89;52,63;44,74;2,63;18,42;10,53;44,74;26,32;55,26;7,89;18,42;18,42;630,0;900,0;270,0;1800,0;1530,0;90,0;630,0;360,0;1530,0;900,0;1890,0;270,0;630,0;630,0;0;0;0,0;0,0;0,0;0,0
11273;3-1-4-2;2070;60,53;Laurent Peyrelade;60,53;0,0;23;5;3;3060;89,47;1;2160;63,16;4;2160;63,16;2;2070;60,53;7,89;60,53;0,0;89,47;2,63;7,89;0,0;0,0;21,05;15,79;23,68;13,16;0,0;0,0;270,0;2070,0;0,0;3060,0;90,0;270,0;0,0;0,0;720,0;540,0;810,0;450,0;0,0;0,0;0;0;2160,0;63,16;63,16;2160,0
7124;4-2-3-1;810;23,68;Fabien Mercadal;23,68;0,0;9;11;4;2160;63,16;2;810;23,68;3;810;23,68;1;810;23,68;23,68;7,89;15,79;23,68;63,16;13,16;23,68;21,05;39,47;2,63;44,74;10,53;7,89;23,68;810,0;270,0;540,0;810,0;2160,0;450,0;810,0;720,0;1350,0;90,0;1530,0;360,0;270,0;810,0;0;0;450,0;13,16;13,16;450,0
738;4-4-2;1170;34,21;Paul Le Guen;34,21;0,0;13;9;4;2520;73,68;4;1890;55,26;0;2070;60,53;2;1170;34,21;10,53;34,21;15,79;23,68;73,68;2,63;10,53;21,05;55,26;2,63;60,53;18,42;0,0;10,53;360,0;1170,0;540,0;810,0;2520,0;90,0;360,0;720,0;1890,0;90,0;2070,0;630,0;0,0;360,0;0;0;360,0;10,53;10,53;360,0
1147;4-4-2;3330;97,37;Olivier Pantaloni;97,37;0,0;37;2;4;3330;97,37;4;3330;97,37;0;3420;100,0;2;3330;97,37;0,0;97,37;0,0;2,63;97,37;0,0;0,0;0,0;97,37;2,63;100,0;0,0;0,0;0,0;0,0;3330,0;0,0;90,0;3330,0;0,0;0,0;0,0;3330,0;90,0;3420,0;0,0;0,0;0,0;0;0;0,0;0,0;0,0;0,0
1160;4-1-4-1;1080;31,58;Nicolas Usaï;31,58;0,0;12;7;4;3060;89,47;1;1260;36,84;4;1260;36,84;1;1080;31,58;31,58;15,79;13,16;10,53;89,47;0,0;28,95;13,16;18,42;2,63;31,58;0,0;2,63;28,95;1080,0;540,0;450,0;360,0;3060,0;0,0;990,0;450,0;630,0;90,0;1080,0;0,0;90,0;990,0;0;0;1260,0;36,84;36,84;1260,0
3166;4-2-3-1;1980;57,89;Didier Tholot;57,88999999999999;0,0;22;7;4;2790;81,58;2;1980;57,89;3;1980;57,89;1;1980;57,89;57,89;13,16;5,26;13,16;81,58;5,26;57,89;10,53;31,58;0,0;23,68;13,16;5,26;57,89;1980,0;450,0;180,0;450,0;2790,0;180,0;1980,0;360,0;1080,0;0,0;810,0;450,0;180,0;1980,0;0;0;0,0;0,0;0,0;0,0
9202;3-4-1-2;990;28,95;Romain Revelli;28,95;0,0;11;10;3;1620;47,37;4;1710;50,0;1;1440;42,11;2;990;28,95;13,16;28,95;2,63;47,37;26,32;26,32;2,63;23,68;50,0;21,05;52,63;42,11;0,0;2,63;450,0;990,0;90,0;1620,0;900,0;900,0;90,0;810,0;1710,0;720,0;1800,0;1440,0;0,0;90,0;0;0;90,0;2,63;2,63;90,0
1162;3-5-2;1170;34,21;Stéphane Moulin;34,21;0,0;13;9;3;1890;55,26;5;1170;34,21;0;2250;65,79;2;1170;34,21;15,79;34,21;13,16;55,26;36,84;7,89;15,79;13,16;34,21;34,21;65,79;2,63;13,16;15,79;540,0;1170,0;450,0;1890,0;1260,0;270,0;540,0;450,0;1170,0;1170,0;2250,0;90,0;450,0;540,0;0;0;90,0;2,63;2,63;90,0
290;4-1-4-1;2430;71,05;Jean-Marc Furlan;71,05;0,0;27;4;4;3420;100,0;1;2430;71,05;4;2430;71,05;1;2430;71,05;71,05;5,26;15,79;0,0;100,0;0,0;7,89;15,79;5,26;0,0;21,05;0,0;0,0;7,89;2430,0;180,0;540,0;0,0;3420,0;0,0;270,0;540,0;180,0;0,0;720,0;0,0;0,0;270,0;0;0;2430,0;71,05;71,05;2430,0
1416;3-5-2;1530;44,74;Philippe Hinschberger;44,74;0,0;17;8;3;2250;65,79;5;1530;44,74;0;1980;57,89;2;1530;44,74;15,79;44,74;10,53;65,79;31,58;2,63;5,26;13,16;18,42;44,74;57,89;5,26;13,16;5,26;540,0;1530,0;360,0;2250,0;1080,0;90,0;180,0;450,0;630,0;1530,0;1980,0;180,0;450,0;180,0;0;0;630,0;18,42;18,42;630,0
1159;4-2-3-1;1170;34,21;Albert Cartier;34,21;0,0;13;11;4;1710;50,0;2;1170;34,21;3;1170;34,21;1;1170;34,21;34,21;21,05;5,26;31,58;50,0;18,42;34,21;21,05;31,58;7,89;36,84;21,05;2,63;34,21;1170,0;720,0;180,0;1080,0;1710,0;630,0;1170,0;720,0;1080,0;270,0;1260,0;720,0;90,0;1170,0;0;0;180,0;5,26;5,26;180,0
1290;4-2-3-1;720;21,05;Vincent Hognon;21,05;0,0;8;11;4;1890;55,26;2;720;21,05;3;720;21,05;1;720;21,05;21,05;13,16;15,79;39,47;55,26;5,26;21,05;18,42;44,74;5,26;44,74;7,89;15,79;21,05;720,0;450,0;540,0;1350,0;1890,0;180,0;720,0;630,0;1530,0;180,0;1530,0;270,0;540,0;720,0;0;0;360,0;10,53;10,53;360,0
595;3-5-2;1260;36,84;Régis Brouard;36,84;0,0;14;9;3;1800;52,63;5;1260;36,84;0;2160;63,16;2;1260;36,84;21,05;36,84;15,79;52,63;42,11;5,26;2,63;18,42;21,05;36,84;63,16;10,53;2,63;2,63;720,0;1260,0;540,0;1800,0;1440,0;180,0;90,0;630,0;720,0;1260,0;2160,0;360,0;90,0;90,0;0;0;720,0;21,05;21,05;720,0
750;4-2-3-1;3240;94,74;Omar Daf;94,74;0,0;36;2;4;3420;100,0;2;3240;94,74;3;3240;94,74;1;3240;94,74;94,74;0,0;5,26;0,0;100,0;0,0;94,74;5,26;0,0;0,0;5,26;0,0;0,0;94,74;3240,0;0,0;180,0;0,0;3420,0;0,0;3240,0;180,0;0,0;0,0;180,0;0,0;0,0;3240,0;0;0;0,0;0,0;0,0;0,0
855;4-2-3-1;2430;71,05;Stéphane Dumont;71,05;0,0;27;5;4;2520;73,68;2;2430;71,05;3;2430;71,05;1;2430;71,05;71,05;7,89;13,16;26,32;73,68;0,0;71,05;2,63;26,32;0,0;15,79;7,89;5,26;71,05;2430,0;270,0;450,0;900,0;2520,0;0,0;2430,0;90,0;900,0;0,0;540,0;270,0;180,0;2430,0;0;0;0,0;0,0;0,0;0,0
1161;4-2-3-1;2610;76,32;Sébastien Desabre;76,32;0,0;29;5;4;3330;97,37;2;2610;76,32;3;2610;76,32;1;2610;76,32;76,32;2,63;15,79;0,0;97,37;2,63;76,32;18,42;2,63;0,0;21,05;0,0;0,0;76,32;2610,0;90,0;540,0;0,0;3330,0;90,0;2610,0;630,0;90,0;0,0;720,0;0,0;0,0;2610,0;0;0;90,0;2,63;2,63;90,0
415;4-3-3;2070;60,53;Philippe Montanier;60,53;0,0;23;7;4;3060;89,47;3;2250;65,79;0;2340;68,42;3;2070;60,53;15,79;5,26;60,53;10,53;89,47;0,0;15,79;65,79;13,16;2,63;68,42;5,26;7,89;15,79;540,0;180,0;2070,0;360,0;3060,0;0,0;540,0;2250,0;450,0;90,0;2340,0;180,0;270,0;540,0;0;0;90,0;2,63;2,63;90,0
2969;4-2-3-1;1530;44,74;Patrice Garande;44,74;0,0;17;9;4;2340;68,42;2;1530;44,74;3;1620;47,37;1;1530;44,74;44,74;10,53;5,26;21,05;68,42;10,53;44,74;18,42;23,68;10,53;36,84;15,79;0,0;47,37;1530,0;360,0;180,0;720,0;2340,0;360,0;1530,0;630,0;810,0;360,0;1260,0;540,0;0,0;1620,0;0;0;90,0;2,63;0,0;0,0
2424;4-3-3;2070;67,65;Ricardo Soares;67,65;0,0;23;3;4;3060;100,0;3;2070;67,65;0;2070;67,65;3;2070;67,65;26,47;0,0;67,65;0,0;100,0;0,0;5,88;67,65;0,0;0,0;67,65;0,0;0,0;5,88;810,0;0,0;2070,0;0,0;3060,0;0,0;180,0;2070,0;0,0;0,0;2070,0;0,0;0,0;180,0;0;0;810,0;26,47;26,47;810,0
7179;4-3-3;900;29,41;Nuno Campos;29,410000000000004;0,0;10;7;4;2070;67,65;3;900;29,41;0;1980;64,71;3;900;29,41;26,47;5,88;29,41;32,35;67,65;0,0;26,47;29,41;32,35;2,94;64,71;0,0;0,0;26,47;810,0;180,0;900,0;990,0;2070,0;0,0;810,0;900,0;990,0;90,0;1980,0;0,0;0,0;810,0;0;0;270,0;8,82;8,82;270,0
2995;4-2-3-1;1710;55,88;César Peixoto;55,88;0,0;19;5;4;2970;97,06;2;1710;55,88;3;1710;55,88;1;1710;55,88;55,88;2,94;35,29;2,94;97,06;0,0;55,88;35,29;5,88;0,0;41,18;0,0;0,0;55,88;1710,0;90,0;1080,0;90,0;2970,0;0,0;1710,0;1080,0;180,0;0,0;1260,0;0,0;0,0;1710,0;0;0;90,0;2,94;2,94;90,0
6912;4-2-3-1;1260;41,18;Álvaro Pacheco;41,18;0,0;14;4;4;3060;100,0;2;1260;41,18;3;1260;41,18;1;1260;41,18;41,18;2,94;41,18;0,0;100,0;0,0;41,18;41,18;2,94;0,0;44,12;0,0;0,0;41,18;1260,0;90,0;1260,0;0,0;3060,0;0,0;1260,0;1260,0;90,0;0,0;1350,0;0,0;0,0;1260,0;0;0;450,0;14,71;14,71;450,0
2503;3-4-3;2160;70,59;Petit;70,59;0,0;24;6;3;2520;82,35;4;2880;94,12;0;2700;88,24;3;2160;70,59;8,82;8,82;70,59;82,35;11,76;5,88;2,94;0,0;94,12;2,94;88,24;0,0;8,82;2,94;270,0;270,0;2160,0;2520,0;360,0;180,0;90,0;0,0;2880,0;90,0;2700,0;0,0;270,0;90,0;0;0;0,0;0,0;0,0;0,0
2457;3-4-3;630;20,59;Franclim Carvalho;20,59;0,0;7;10;3;1620;52,94;4;1260;41,18;0;1800;58,82;3;630;20,59;20,59;14,71;20,59;52,94;41,18;5,88;20,59;11,76;41,18;11,76;58,82;2,94;2,94;20,59;630,0;450,0;630,0;1620,0;1260,0;180,0;630,0;360,0;1260,0;360,0;1800,0;90,0;90,0;630,0;0;0;450,0;14,71;14,71;450,0
2420;4-3-3;2520;82,35;Pêpa;82,35;0,0;28;5;4;3060;100,0;3;2520;82,35;0;2610;85,29;3;2520;82,35;5,88;2,94;82,35;0,0;100,0;0,0;5,88;82,35;2,94;0,0;85,29;0,0;0,0;8,82;180,0;90,0;2520,0;0,0;3060,0;0,0;180,0;2520,0;90,0;0,0;2610,0;0,0;0,0;270,0;0;0;270,0;8,82;5,88;180,0
720;4-4-2;2610;85,29;Sérgio Conceição;85,29;0,0;29;4;4;3060;100,0;4;2700;88,24;0;2790;91,18;2;2610;85,29;5,88;85,29;5,88;0,0;100,0;0,0;5,88;5,88;88,24;0,0;91,18;2,94;0,0;5,88;180,0;2610,0;180,0;0,0;3060,0;0,0;180,0;180,0;2700,0;0,0;2790,0;90,0;0,0;180,0;0;0;0,0;0,0;0,0;0,0
979;3-4-3;1350;44,12;Sá Pinto;44,12;0,0;15;6;3;1350;44,12;4;1530;50,0;0;1890;61,76;3;1350;44,12;29,41;2,94;44,12;44,12;52,94;2,94;29,41;11,76;50,0;0,0;61,76;0,0;0,0;29,41;900,0;90,0;1350,0;1350,0;1620,0;90,0;900,0;360,0;1530,0;0,0;1890,0;0,0;0,0;900,0;0;0;270,0;8,82;8,82;270,0
1075;3-4-3;2160;70,59;Carlos Carvalhal;70,59;0,0;24;8;3;2520;82,35;4;2700;88,24;0;2610;85,29;3;2160;70,59;5,88;8,82;70,59;82,35;14,71;2,94;2,94;0,0;88,24;2,94;85,29;0,0;5,88;5,88;180,0;270,0;2160,0;2520,0;450,0;90,0;90,0;0,0;2700,0;90,0;2610,0;0,0;180,0;180,0;0;0;180,0;5,88;2,94;90,0
294;4-4-2;1170;38,24;Nélson Veríssimo;38,24;0,0;13;9;4;1890;61,76;4;1980;64,71;0;2160;70,59;2;1170;38,24;2,94;38,24;17,65;38,24;61,76;0,0;2,94;11,76;64,71;2,94;70,59;5,88;2,94;11,76;90,0;1170,0;540,0;1170,0;1890,0;0,0;90,0;360,0;1980,0;90,0;2160,0;180,0;90,0;360,0;0;0;540,0;17,65;8,82;270,0
3329;3-4-3;1170;38,24;Rui Pedro Silva;38,24;0,0;13;10;3;1620;52,94;4;1620;52,94;0;1800;58,82;3;1170;38,24;26,47;5,88;38,24;52,94;44,12;2,94;26,47;8,82;52,94;5,88;58,82;2,94;5,88;29,41;810,0;180,0;1170,0;1620,0;1350,0;90,0;810,0;270,0;1620,0;180,0;1800,0;90,0;180,0;900,0;0;0;180,0;5,88;2,94;90,0
2423;4-2-3-1;2430;79,41;Mário Silva;79,40999999999998;0,0;27;4;4;2970;97,06;2;2430;79,41;3;2430;79,41;1;2430;79,41;79,41;2,94;14,71;2,94;97,06;0,0;79,41;14,71;5,88;0,0;14,71;5,88;0,0;79,41;2430,0;90,0;450,0;90,0;2970,0;0,0;2430,0;450,0;180,0;0,0;450,0;180,0;0,0;2430,0;0;0;0,0;0,0;0,0;0,0
7378;4-2-3-1;1080;35,29;Paulo Sérgio;35,29;0,0;12;7;4;2340;76,47;2;1080;35,29;3;1080;35,29;1;1080;35,29;35,29;2,94;17,65;23,53;76,47;0,0;35,29;17,65;20,59;2,94;38,24;2,94;0,0;35,29;1080,0;90,0;540,0;720,0;2340,0;0,0;1080,0;540,0;630,0;90,0;1170,0;90,0;0,0;1080,0;0;0;720,0;23,53;23,53;720,0
